#TITLE =Sample 1 - Black "KRYLON" Painted Sandpaper (Uniform Coverage - Done byManufacturer)
#MEMO =manmade material: krylon painted by manufacture, meas. on 9/26/96, 1024 scans, 4 cm-1
#DATATYPE = DIRECTIONAL HEMISPHERICAL EMISSIVITY SPECTRUM 
#ORIGIN = MODIS GROUP OF ICESS, UCSB
#PI = ZHENGMING WAN
#EMAIL: wan@icess.ucsb.edu
#INSTITUTE FOR COMPUTATIONAL EARTH SCIENCE SYSTEM
#OPERATOR = YULIN ZHANG
#UNIVERSITY OF CALIFORNIA, SANTA BARBARA
#DATE = 0/0/0
#TIME = 0:0
#SPECTROMETER = TIR SPECTROMETER MODEL MIDAC M2510-C
#XUNITS = 1/CM
#YUNITS = ABSOLUTE EMISSIVITY
#FIRSTX = 686.869
#LASTX = 2998.3
#NPOINTS = 600
#DELTAX = 3.85882
#CLASS = FTIR
#FILE NAME:W_KRYLON
#XYDATA=
#X(Micrometer)  #X(cm-1)        #Yvalue
4.2693          2342.3          .970626
4.26228         2346.16         .970004
4.25528         2350.02         .967214
4.24831         2353.88         .968441
4.24135         2357.74         .969757
4.23442         2361.6          .973482
4.22751         2365.45         .97359
4.22063         2369.31         .972041
4.21377         2373.17         .968905
4.20693         2377.03         .96874
4.20011         2380.89         .968768
4.19331         2384.75         .970201
4.18654         2388.61         .970914
4.17978         2392.47         .970714
4.17305         2396.32         .970366
4.16635         2400.18         .969522
4.15966         2404.04         .969787
4.15299         2407.9          .969835
4.14635         2411.76         .969321
4.13972         2415.62         .968722
4.13312         2419.48         .967616
4.12654         2423.34         .96785
4.11998         2427.2          .969211
4.11344         2431.05         .969818
4.10692         2434.91         .970366
4.10042         2438.77         .97039
4.09394         2442.63         .971743
4.08749         2446.49         .97258
4.08105         2450.35         .973346
4.07463         2454.21         .973893
4.06824         2458.07         .973965
4.06186         2461.92         .972999
4.0555          2465.78         .972716
4.04917         2469.64         .971933
4.04285         2473.5          .971566
4.03655         2477.36         .970248
4.03027         2481.22         .969949
4.02402         2485.08         .970185
4.01778         2488.94         .97064
4.01156         2492.8          .969701
4.00536         2496.65         .968966
3.99918         2500.51         .96811
3.99301         2504.37         .968598
3.98687         2508.23         .96949
3.98075         2512.09         .970331
3.97464         2515.95         .970654
3.96856         2519.81         .970211
3.96249         2523.67         .970217
3.95644         2527.52         .971328
3.95041         2531.38         .972645
3.94439         2535.24         .973552
3.9384          2539.1          .971984
3.93242         2542.96         .970428
3.92646         2546.82         .968827
3.92052         2550.68         .969555
3.9146          2554.54         .96956
3.9087          2558.4          .970437
3.90281         2562.25         .969641
3.89694         2566.11         .969873
3.89109         2569.97         .969176
3.88526         2573.83         .970379
3.87944         2577.69         .970902
3.87364         2581.55         .971909
3.86786         2585.41         .971689
3.8621          2589.27         .973029
3.85635         2593.12         .973997
3.85062         2596.98         .974462
3.84491         2600.84         .972471
3.83921         2604.7          .971711
3.83353         2608.56         .97003
3.82787         2612.42         .969798
3.82222         2616.28         .96887
3.81659         2620.14         .970475
3.81098         2624            .970892
3.80538         2627.85         .971276
3.7998          2631.71         .969379
3.79424         2635.57         .969522
3.78869         2639.43         .96897
3.78316         2643.29         .970305
3.77765         2647.15         .971379
3.77215         2651.01         .971921
3.76667         2654.87         .972054
3.7612          2658.72         .971369
3.75575         2662.58         .972282
3.75031         2666.44         .97295
3.74489         2670.3          .972747
3.73949         2674.16         .971262
3.7341          2678.02         .969703
3.72873         2681.88         .969919
3.72337         2685.74         .969726
3.71803         2689.59         .970151
3.7127          2693.45         .969468
3.70739         2697.31         .970522
3.7021          2701.17         .970102
3.69681         2705.03         .969508
3.69155         2708.89         .969535
3.6863          2712.75         .969192
3.68106         2716.61         .970196
3.67584         2720.47         .968791
3.67063         2724.32         .968905
3.66544         2728.18         .967224
3.66026         2732.04         .966778
3.6551          2735.9          .967597
3.64995         2739.76         .967672
3.64482         2743.62         .968488
3.6397          2747.48         .968537
3.6346          2751.34         .968362
3.6295          2755.19         .968061
3.62443         2759.05         .966976
3.61937         2762.91         .966686
3.61432         2766.77         .96518
3.60928         2770.63         .966495
3.60427         2774.49         .967467
3.59926         2778.35         .969061
3.59427         2782.21         .968779
3.58929         2786.07         .968677
3.58432         2789.92         .967865
3.57937         2793.78         .965104
3.57444         2797.64         .964176
3.56951         2801.5          .964995
3.5646          2805.36         .965845
3.55971         2809.22         .966548
3.55482         2813.08         .964653
3.54995         2816.94         .964204
3.5451          2820.79         .963144
3.54025         2824.65         .963387
3.53543         2828.51         .963886
3.53061         2832.37         .964494
3.5258          2836.23         .963997
3.52101         2840.09         .962959
3.51624         2843.95         .963668
3.51147         2847.81         .963646
3.50672         2851.67         .965634
3.50198         2855.52         .964712
3.49726         2859.38         .965156
3.49254         2863.24         .963796
3.48784         2867.1          .964183
3.48315         2870.96         .965658
3.47848         2874.82         .966269
3.47382         2878.68         .966383
3.46917         2882.54         .965503
3.46453         2886.39         .966747
3.4599          2890.25         .966428
3.45529         2894.11         .96673
3.45069         2897.97         .96526
3.4461          2901.83         .966152
3.44152         2905.69         .967751
3.43696         2909.55         .96852
3.43241         2913.41         .968307
3.42787         2917.27         .966932
3.42334         2921.12         .966829
3.41882         2924.98         .966402
3.41432         2928.84         .96609
3.40982         2932.7          .966278
3.40534         2936.56         .965875
3.40087         2940.42         .9662
3.39642         2944.28         .965858
3.39197         2948.14         .965595
3.38754         2951.99         .96603
3.38312         2955.85         .965156
3.3787          2959.71         .966236
3.37431         2963.57         .967196
3.36992         2967.43         .968652
3.36554         2971.29         .968478
3.36118         2975.15         .967442
3.35682         2979.01         .966873
3.35248         2982.87         .967155
3.34815         2986.72         .967899
3.34383         2990.58         .968261
3.33952         2994.44         .967651
3.33522         2998.3          .966558
