#TITLE =Emissivity of Asphalt 
#MEMO =emissivity of asphalt (or bitumen) meas. on 10/16/96
#DATATYPE = DIRECTIONAL HEMISPHERICAL EMISSIVITY SPECTRUM 
#ORIGIN = MODIS GROUP OF ICESS, UCSB
#PI = ZHENGMING WAN
#EMAIL: wan@icess.ucsb.edu
#INSTITUTE FOR COMPUTATIONAL EARTH SCIENCE SYSTEM
#OPERATOR = YULIN ZHANG
#UNIVERSITY OF CALIFORNIA, SANTA BARBARA
#DATE = 0/0/0
#TIME = 0:0
#SPECTROMETER = TIR SPECTROMETER MODEL MIDAC M2510-C
#XUNITS = 1/CM
#YUNITS = ABSOLUTE EMISSIVITY
#FIRSTX = 686.869
#LASTX = 2998.3
#NPOINTS = 600
#DELTAX = 3.85882
#CLASS = FTIR
#FILE NAME:ASPHALT
#XYDATA=
#X(Micrometer)  #X(cm-1)        #Yvalue
5.45572         1832.94         .972242
5.44426         1836.8          .971951
5.43284         1840.66         .971803
5.42148         1844.51         .971641
5.41016         1848.37         .971852
5.39889         1852.23         .972444
5.38766         1856.09         .972624
5.37649         1859.95         .972768
5.36536         1863.81         .972923
5.35427         1867.67         .973195
5.34323         1871.53         .973391
5.33224         1875.38         .973332
5.32129         1879.24         .973115
5.31038         1883.1          .97267
5.29952         1886.96         .972186
5.28871         1890.82         .972094
5.27794         1894.68         .972246
5.26721         1898.54         .972536
5.25652         1902.4          .972446
5.24588         1906.25         .971966
5.23529         1910.11         .971855
5.22473         1913.97         .971453
5.21422         1917.83         .971201
5.20375         1921.69         .970685
5.19332         1925.55         .970793
5.18293         1929.41         .971045
5.17259         1933.27         .971037
5.16228         1937.13         .970905
5.15202         1940.98         .970815
5.1418          1944.84         .970949
5.13162         1948.7          .971142
5.12148         1952.56         .971247
5.11137         1956.42         .971093
5.10131         1960.28         .9707
5.09129         1964.14         .970895
5.08131         1968            .971017
5.07136         1971.85         .971095
5.06146         1975.71         .970714
5.05159         1979.57         .970244
5.04176         1983.43         .970473
5.03197         1987.29         .970646
5.02222         1991.15         .971262
5.01251         1995.01         .971164
5.00283         1998.87         .971062
4.99319         2002.73         .970583
4.98359         2006.58         .970688
4.97402         2010.44         .970593
4.9645          2014.3          .970823
4.955           2018.16         .970756
4.94555         2022.02         .970578
4.93613         2025.88         .970399
4.92674         2029.74         .969908
4.91739         2033.6          .969691
4.90808         2037.45         .969448
4.8988          2041.31         .969608
4.88956         2045.17         .969636
4.88035         2049.03         .969605
4.87118         2052.89         .969511
4.86204         2056.75         .969439
4.85293         2060.61         .96968
4.84386         2064.47         .969877
4.83483         2068.33         .970126
4.82582         2072.18         .969865
4.81685         2076.04         .969716
4.80792         2079.9          .969447
4.79901         2083.76         .968905
4.79014         2087.62         .968897
4.7813          2091.48         .968744
4.7725          2095.34         .969218
4.76373         2099.2          .969158
4.75498         2103.05         .969364
4.74628         2106.91         .969853
4.7376          2110.77         .970061
4.72895         2114.63         .970195
4.72034         2118.49         .969836
4.71176         2122.35         .96973
4.70321         2126.21         .96926
4.69469         2130.07         .968778
4.6862          2133.93         .968045
4.67774         2137.78         .96799
4.66931         2141.64         .968058
4.66091         2145.5          .968261
4.65254         2149.36         .968149
4.64421         2153.22         .968262
4.6359          2157.08         .968231
4.62762         2160.94         .968332
4.61937         2164.8          .967838
4.61115         2168.65         .967581
4.60296         2172.51         .967618
4.5948          2176.37         .968248
4.58667         2180.23         .968787
4.57856         2184.09         .969017
4.57049         2187.95         .969286
4.56244         2191.81         .969365
4.55442         2195.67         .96958
4.54643         2199.53         .969031
4.53847         2203.38         .969211
4.53054         2207.24         .96887
4.52263         2211.1          .969113
4.51475         2214.96         .969159
4.5069          2218.82         .969352
4.49907         2222.68         .969187
4.49128         2226.54         .969053
4.48351         2230.4          .968723
4.47576         2234.25         .968728
4.46805         2238.11         .968304
4.46036         2241.97         .968379
4.45269         2245.83         .968265
4.44505         2249.69         .968532
4.43744         2253.55         .968695
4.42986         2257.41         .968565
4.4223          2261.27         .96862
4.41476         2265.13         .968571
4.40726         2268.98         .968402
4.39977         2272.84         .967868
4.39232         2276.7          .967449
4.38488         2280.56         .967541
4.37748         2284.42         .967413
4.3701          2288.28         .96751
4.36274         2292.14         .968047
4.35541         2296            .968502
4.3481          2299.85         .968613
4.34082         2303.71         .968535
4.33356         2307.57         .968647
4.32632         2311.43         .968591
4.31911         2315.29         .968088
4.31192         2319.15         .96813
4.30476         2323.01         .967493
4.29762         2326.87         .967828
4.29051         2330.72         .967487
4.28342         2334.58         .967058
4.27635         2338.44         .965366
4.2693          2342.3          .964093
4.26228         2346.16         .96459
4.25528         2350.02         .967305
4.24831         2353.88         .968376
4.24135         2357.74         .968959
4.23442         2361.6          .968031
4.22751         2365.45         .968548
4.22063         2369.31         .96859
4.21377         2373.17         .968551
4.20693         2377.03         .968741
4.20011         2380.89         .968797
4.19331         2384.75         .969028
4.18654         2388.61         .968845
4.17978         2392.47         .968649
4.17305         2396.32         .968379
4.16635         2400.18         .967847
4.15966         2404.04         .968388
4.15299         2407.9          .968291
4.14635         2411.76         .968949
4.13972         2415.62         .968806
4.13312         2419.48         .968823
4.12654         2423.34         .968796
4.11998         2427.2          .968785
4.11344         2431.05         .969445
4.10692         2434.91         .969436
4.10042         2438.77         .969338
4.09394         2442.63         .968743
4.08749         2446.49         .968935
4.08105         2450.35         .969179
4.07463         2454.21         .969054
4.06824         2458.07         .968995
4.06186         2461.92         .968965
4.0555          2465.78         .969514
4.04917         2469.64         .969557
4.04285         2473.5          .969324
4.03655         2477.36         .969371
4.03027         2481.22         .969611
4.02402         2485.08         .970092
4.01778         2488.94         .97003
4.01156         2492.8          .969776
4.00536         2496.65         .969986
3.99918         2500.51         .970129
3.99301         2504.37         .970263
3.98687         2508.23         .970201
3.98075         2512.09         .970207
3.97464         2515.95         .970525
3.96856         2519.81         .970587
3.96249         2523.67         .97066
3.95644         2527.52         .97023
3.95041         2531.38         .970182
3.94439         2535.24         .970291
3.9384          2539.1          .970756
3.93242         2542.96         .97068
3.92646         2546.82         .970828
3.92052         2550.68         .970666
3.9146          2554.54         .970868
3.9087          2558.4          .970844
3.90281         2562.25         .970846
3.89694         2566.11         .970694
3.89109         2569.97         .970416
3.88526         2573.83         .970113
3.87944         2577.69         .969832
3.87364         2581.55         .969557
3.86786         2585.41         .969358
3.8621          2589.27         .969741
3.85635         2593.12         .969811
3.85062         2596.98         .97012
3.84491         2600.84         .96993
3.83921         2604.7          .97071
3.83353         2608.56         .970798
3.82787         2612.42         .971318
3.82222         2616.28         .971475
3.81659         2620.14         .971857
3.81098         2624            .971845
3.80538         2627.85         .971383
3.7998          2631.71         .970917
3.79424         2635.57         .970936
3.78869         2639.43         .971095
3.78316         2643.29         .971279
3.77765         2647.15         .970842
3.77215         2651.01         .97049
3.76667         2654.87         .970424
3.7612          2658.72         .970214
3.75575         2662.58         .970475
3.75031         2666.44         .970897
3.74489         2670.3          .971438
3.73949         2674.16         .97159
3.7341          2678.02         .971951
3.72873         2681.88         .971898
3.72337         2685.74         .971947
3.71803         2689.59         .970759
3.7127          2693.45         .970071
3.70739         2697.31         .969429
3.7021          2701.17         .969325
3.69681         2705.03         .969523
3.69155         2708.89         .969659
3.6863          2712.75         .969996
3.68106         2716.61         .969487
3.67584         2720.47         .969202
3.67063         2724.32         .968829
3.66544         2728.18         .969646
3.66026         2732.04         .969796
3.6551          2735.9          .97006
3.64995         2739.76         .969442
3.64482         2743.62         .969318
3.6397          2747.48         .968992
3.6346          2751.34         .969135
3.6295          2755.19         .969285
3.62443         2759.05         .9691
3.61937         2762.91         .969548
3.61432         2766.77         .968904
3.60928         2770.63         .968708
3.60427         2774.49         .967753
3.59926         2778.35         .967612
3.59427         2782.21         .967915
3.58929         2786.07         .968152
3.58432         2789.92         .969243
3.57937         2793.78         .968817
3.57444         2797.64         .969189
3.56951         2801.5          .967961
3.5646          2805.36         .968913
3.55971         2809.22         .968776
3.55482         2813.08         .969405
3.54995         2816.94         .969408
3.5451          2820.79         .969677
3.54025         2824.65         .969693
3.53543         2828.51         .969325
3.53061         2832.37         .968877
3.5258          2836.23         .968634
3.52101         2840.09         .968664
3.51624         2843.95         .96934
3.51147         2847.81         .97038
3.50672         2851.67         .971799
3.50198         2855.52         .972024
3.49726         2859.38         .971793
3.49254         2863.24         .971172
3.48784         2867.1          .971089
3.48315         2870.96         .971339
3.47848         2874.82         .970882
3.47382         2878.68         .970794
3.46917         2882.54         .970662
3.46453         2886.39         .970855
3.4599          2890.25         .970626
3.45529         2894.11         .970069
3.45069         2897.97         .969682
3.4461          2901.83         .9699
3.44152         2905.69         .970246
3.43696         2909.55         .971001
3.43241         2913.41         .971833
3.42787         2917.27         .972573
3.42334         2921.12         .972889
3.41882         2924.98         .973025
3.41432         2928.84         .972903
3.40982         2932.7          .972647
3.40534         2936.56         .971638
3.40087         2940.42         .970753
3.39642         2944.28         .97069
3.39197         2948.14         .970653
3.38754         2951.99         .970264
3.38312         2955.85         .969437
3.3787          2959.71         .968616
3.37431         2963.57         .969313
3.36992         2967.43         .969214
3.36554         2971.29         .97029
3.36118         2975.15         .969643
3.35682         2979.01         .969508
3.35248         2982.87         .968268
3.34815         2986.72         .967826
3.34383         2990.58         .967291
3.33952         2994.44         .966567
3.33522         2998.3          .966162
